AREA_2,CODE_2,NAME_2,adm0,adm1,adm2,adm3,islands,province,regency,district,residency,government,division,subdivision,nativemen,nativewomen,nativetotal,eurmen,eurwomen,eurtotal,chinesemen,chinesewomen,chinesetotal,othermen,otherwomen,othertotal,totalmen,totalwomen,total
JAVA EN MADOERA,84,Tjiandjoer,JAVA EN MADOERA,West Java,Tjiandjoer,Tjiandjoer,JAVA EN MADOERA,West Java,Tjiandjoer,Tjiandjoer,,,,,27162,28628,55790,118,100,218,1193,961,2154,98,71,169,28571,29760,58331
GOUVT. ATJEH EN ONDERHOORIGHEDEN,17,Alaslanden,SUMATRA,Govern. ATJEH EN ONDERH,Div. GAJO EN ALASLANDEN,Alaslanden,SUMATRA,,,,,Govern. ATJEH EN ONDERH,Div. GAJO EN ALASLANDEN,Alaslanden,9675,9918,19593,26,13,39,374,104,478,8,1,9,10083,10036,20119
GOUVT. ATJEH EN ONDERHOORIGHEDEN,15,Serbendjadi,SUMATRA,Govern. ATJEH EN ONDERH,Div. GAJO EN ALASLANDEN,Serbendjadi,SUMATRA,,,,,Govern. ATJEH EN ONDERH,Div. GAJO EN ALASLANDEN,Serbeudjadi,1879,1815,3694,14,5,19,50,24,74,6,0,6,1949,1844,3793
GOUVT. ATJEH EN ONDERHOORIGHEDEN,14,Takingeun,SUMATRA,Govern. ATJEH EN ONDERH,Div. GAJO EN ALASLANDEN,Takingeun,SUMATRA,,,,,Govern. ATJEH EN ONDERH,Div. GAJO EN ALASLANDEN,Takingeun,14222,14331,28553,40,26,66,276,114,390,23,19,42,14561,14490,29051
GOUVT. ATJEH EN ONDERHOORIGHEDEN,16,Gajo Loeös,SUMATRA,Govern. ATJEH EN ONDERH,Div. GAJO EN ALASLANDEN,Gajo Loeös,SUMATRA,,,,,Govern. ATJEH EN ONDERH,Div. GAJO EN ALASLANDEN,Gajo Loeös,11353,11901,23254,18,16,34,58,30,88,3,7,10,11432,11954,23386
GOUVT. ATJEH EN ONDERHOORIGHEDEN,3,Lho'nga,SUMATRA,Govern. ATJEH EN ONDERH,Div. GROOTATJEH,Lho'nga,SUMATRA,,,,,Govern. ATJEH EN ONDERH,Div. GROOTATJEH,Lho'nga,25875,25547,51422,14,9,23,111,33,144,3,0,3,26003,25589,51592
GOUVT. ATJEH EN ONDERHOORIGHEDEN,4,Seulimeum,SUMATRA,Govern. ATJEH EN ONDERH,Div. GROOTATJEH,Seulimeum,SUMATRA,,,,,Govern. ATJEH EN ONDERH,Div. GROOTATJEH,Seulimeum,21741,22517,44258,27,17,44,221,132,353,5,7,12,21994,22673,44667
GOUVT. ATJEH EN ONDERHOORIGHEDEN,2,Koetaradja,SUMATRA,Govern. ATJEH EN ONDERH,Div. GROOTATJEH,Koetaradja,SUMATRA,,,,,Govern. ATJEH EN ONDERH,Div. GROOTATJEH,Koetaradja,11263,10314,21577,647,586,1233,2367,1395,3762,270,140,410,14547,12435,26982
GOUVT. ATJEH EN ONDERHOORIGHEDEN,1,Sabang,SUMATRA,Govern. ATJEH EN ONDERH,Div. GROOTATJEH,Sabang,SUMATRA,,,,,Govern. ATJEH EN ONDERH,Div. GROOTATJEH,Sabang,4348,2295,6643,159,130,289,1177,423,1600,144,30,174,5828,2878,8706
GOUVT. ATJEH EN ONDERHOORIGHEDEN,10,Lho'soekon,SUMATRA,Govern. ATJEH EN ONDERH,Div. NOORDKUST VAN ATJEH,Lho'soekon,SUMATRA,,,,,Govern. ATJEH EN ONDERH,Div. NOORDKUST VAN ATJEH,Lho 'soekon,36001,34633,70634,46,29,75,514,259,773,14,5,19,36575,34926,71501
GOUVT. ATJEH EN ONDERHOORIGHEDEN,8,Bireuën,SUMATRA,Govern. ATJEH EN ONDERH,Div. NOORDKUST VAN ATJEH,Bireuën,SUMATRA,,,,,Govern. ATJEH EN ONDERH,Div. NOORDKUST VAN ATJEH,Bireuën,51522,50633,102155,37,22,59,766,434,1200,62,47,109,52387,51136,103523
GOUVT. ATJEH EN ONDERHOORIGHEDEN,9,Lho'seumawé,SUMATRA,Govern. ATJEH EN ONDERH,Div. NOORDKUST VAN ATJEH,Lho'seumawé,SUMATRA,,,,,Govern. ATJEH EN ONDERH,Div. NOORDKUST VAN ATJEH,Lho 'seumawé,34457,34149,68606,73,62,135,825,451,1276,172,134,306,35527,34796,70323
GOUVT. ATJEH EN ONDERHOORIGHEDEN,13,Tamiang,SUMATRA,Govern. ATJEH EN ONDERH,Div. OOSTKUST VAN ATJEH,Tamiang,SUMATRA,,,,,Govern. ATJEH EN ONDERH,Div. OOSTKUST VAN ATJEH,Tamiang,21947,17514,39461,154,93,247,2185,957,3142,212,137,349,24498,18701,43199
GOUVT. ATJEH EN ONDERHOORIGHEDEN,11,Idi,SUMATRA,Govern. ATJEH EN ONDERH,Div. OOSTKUST VAN ATJEH,Idi,SUMATRA,,,,,Govern. ATJEH EN ONDERH,Div. OOSTKUST VAN ATJEH,Idi,25881,23025,48906,27,21,48,572,321,893,43,40,83,26523,23407,49930
GOUVT. ATJEH EN ONDERHOORIGHEDEN,12,Langsa,SUMATRA,Govern. ATJEH EN ONDERH,Div. OOSTKUST VAN ATJEH,Langsa,SUMATRA,,,,,Govern. ATJEH EN ONDERH,Div. OOSTKUST VAN ATJEH,Langsa,22432,17433,39865,228,177,405,2522,1220,3742,179,80,259,25361,18910,44271
GOUVT. ATJEH EN ONDERHOORIGHEDEN,5,Sigli,SUMATRA,Govern. ATJEH EN ONDERH,Div. PIDIË,Sigli,SUMATRA,,,,,Govern. ATJEH EN ONDERH,Div. PIDIË,Sigli,63946,68155,132101,97,84,181,884,468,1352,75,32,107,65002,68739,133741
GOUVT. ATJEH EN ONDERHOORIGHEDEN,6,Lammeulo,SUMATRA,Govern. ATJEH EN ONDERH,Div. PIDIË,Lammeulo,SUMATRA,,,,,Govern. ATJEH EN ONDERH,Div. PIDIË,Lammeulo,12619,13010,25629,29,26,55,278,103,381,13,12,25,12939,13151,26090
GOUVT. ATJEH EN ONDERHOORIGHEDEN,7,Meureudoe,SUMATRA,Govern. ATJEH EN ONDERH,Div. PIDIË,Meureudoe,SUMATRA,,,,,Govern. ATJEH EN ONDERH,Div. PIDIË,Meureudoe,14047,14265,28312,10,8,18,121,66,187,15,9,24,14193,14348,28541
GOUVT. ATJEH EN ONDERHOORIGHEDEN,19,Meulaboh,SUMATRA,Govern. ATJEH EN ONDERH,Div. WESTKUST VAN ATJEH,Meulaboh,SUMATRA,,,,,Govern. ATJEH EN ONDERH,Div. WESTKUST VAN ATJEH,Meulaboh,35461,33733,69194,70,30,100,765,301,1066,41,29,70,36337,34093,70430
GOUVT. ATJEH EN ONDERHOORIGHEDEN,18,Tjalang,SUMATRA,Govern. ATJEH EN ONDERH,Div. WESTKUST VAN ATJEH,Tjalang,SUMATRA,,,,,Govern. ATJEH EN ONDERH,Div. WESTKUST VAN ATJEH,Tjalang,10873,10123,20996,17,11,28,124,38,162,1,1,2,11015,10173,21188
GOUVT. ATJEH EN ONDERHOORIGHEDEN,23,Simeuloeë,SUMATRA,Govern. ATJEH EN ONDERH,Div. WESTKUST VAN ATJEH,Simeuloeë,SUMATRA,,,,,Govern. ATJEH EN ONDERH,Div. WESTKUST VAN ATJEH,Simeuloeë,9893,9264,19157,4,0,4,89,47,136,2,3,5,9988,9314,19302
GOUVT. ATJEH EN ONDERHOORIGHEDEN,20,Tapa toean,SUMATRA,Govern. ATJEH EN ONDERH,Div. WESTKUST VAN ATJEH,Tapa toean,SUMATRA,,,,,Govern. ATJEH EN ONDERH,Div. WESTKUST VAN ATJEH,Tapa 'toean,32166,32043,64209,33,25,58,232,151,383,22,13,35,32453,32232,64685
GOUVT. ATJEH EN ONDERHOORIGHEDEN,22,Singkel,SUMATRA,Govern. ATJEH EN ONDERH,Div. WESTKUST VAN ATJEH,Singkel,SUMATRA,,,,,Govern. ATJEH EN ONDERH,Div. WESTKUST VAN ATJEH,Singkel,11699,11010,22709,27,16,43,85,54,139,1,4,5,11812,11084,22896
GOUVT. ATJEH EN ONDERHOORIGHEDEN,21,Zuidelijke Atjeh landschappen,SUMATRA,Govern. ATJEH EN ONDERH,Div. WESTKUST VAN ATJEH,Zuidelijke Atjeh landschappen,SUMATRA,,,,,Govern. ATJEH EN ONDERH,Div. WESTKUST VAN ATJEH,Zuidelijke Atjeh Landschappen,12540,12477,25017,23,18,41,50,24,74,8,6,14,12621,12525,25146
GOUVT. OOSTKUST VAN SUMATRA,11,Laboehanbatoe,SUMATRA,Govern. OOSTKUST VAN SUMATRA,Div. ASAHAN,Laboehanbatoe,SUMATRA,,,,,Govern. OOSTKUST VAN SUMATRA,Div. ASAHAN,Labochanbatoe,69391,54986,124377,307,186,493,8161,2381,10542,244,113,357,78103,57666,135769
GOUVT. OOSTKUST VAN SUMATRA,9,Batoebara,SUMATRA,Govern. OOSTKUST VAN SUMATRA,Div. ASAHAN,Batoebara,SUMATRA,,,,,Govern. OOSTKUST VAN SUMATRA,Div. ASAHAN,Batoebara,31947,27752,59699,124,67,191,2482,1226,3708,285,169,454,34838,29214,64052
GOUVT. OOSTKUST VAN SUMATRA,10,Asahan,SUMATRA,Govern. OOSTKUST VAN SUMATRA,Div. ASAHAN,Asahan,SUMATRA,,,,,Govern. OOSTKUST VAN SUMATRA,Div. ASAHAN,Asahan,66912,57924,124836,399,278,677,6818,2907,9725,631,325,956,74760,61434,136194
GOUVT. OOSTKUST VAN SUMATRA,13,Rokan,SUMATRA,Govern. OOSTKUST VAN SUMATRA,Div. BENGKALIS,Rokan,SUMATRA,,,,,Govern. OOSTKUST VAN SUMATRA,Div. BENGKALIS,Rokan,13970,14206,28176,2,2,4,24,6,30,224,189,413,14220,14403,28623
GOUVT. OOSTKUST VAN SUMATRA,15,Siak,SUMATRA,Govern. OOSTKUST VAN SUMATRA,Div. BENGKALIS,Siak,SUMATRA,,,,,Govern. OOSTKUST VAN SUMATRA,Div. BENGKALIS,Siak,14288,13590,27878,50,35,85,868,468,1336,60,37,97,15266,14130,29396
GOUVT. OOSTKUST VAN SUMATRA,14,Bengkalis,SUMATRA,Govern. OOSTKUST VAN SUMATRA,Div. BENGKALIS,Bengkalis,SUMATRA,,,,,Govern. OOSTKUST VAN SUMATRA,Div. BENGKALIS,Bengkalis,29748,29495,59243,62,40,102,10351,6077,16428,178,108,286,40339,35720,76059
GOUVT. OOSTKUST VAN SUMATRA,12,Bagan-Si api-api,SUMATRA,Govern. OOSTKUST VAN SUMATRA,Div. BENGKALIS,Bagan-Si api-api,SUMATRA,,,,,Govern. OOSTKUST VAN SUMATRA,Div. BENGKALIS,Bagan-Si api-api,13734,13495,27229,16,12,28,9999,6376,16375,37,13,50,23786,19896,43682
GOUVT. OOSTKUST VAN SUMATRA,16,Kamparkiri,SUMATRA,Govern. OOSTKUST VAN SUMATRA,Div. BENGKALIS,Kamparkiri,SUMATRA,,,,,Govern. OOSTKUST VAN SUMATRA,Div. BENGKALIS,Kamparkiri,8435,8325,16760,2,2,4,13,10,23,0,0,0,8450,8337,16787
GOUVT. OOSTKUST VAN SUMATRA,5,Serdang,SUMATRA,Govern. OOSTKUST VAN SUMATRA,Div. DELI EN SERDANG,Serdang,SUMATRA,,,,,Govern. OOSTKUST VAN SUMATRA,Div. DELI EN SERDANG,Serdang,67475,62573,130048,354,242,596,12698,4885,17583,817,491,1308,81344,68191,149535
GOUVT. OOSTKUST VAN SUMATRA,3,Beneden Deli,SUMATRA,Govern. OOSTKUST VAN SUMATRA,Div. DELI EN SERDANG,Beneden Deli,SUMATRA,,,,,Govern. OOSTKUST VAN SUMATRA,Div. DELI EN SERDANG,Beneden Deli,83043,78158,161201,2711,2302,5013,34679,16157,50836,4240,2400,6640,124673,99017,223690
GOUVT. OOSTKUST VAN SUMATRA,6,Padang en Bedagai,SUMATRA,Govern. OOSTKUST VAN SUMATRA,Div. DELI EN SERDANG,Padang en Bedagai,SUMATRA,,,,,Govern. OOSTKUST VAN SUMATRA,Div. DELI EN SERDANG,Padang en Bedagai,49313,42563,91876,330,227,557,11069,4485,15554,581,313,894,61293,47588,108881
GOUVT. OOSTKUST VAN SUMATRA,4,Boven Deli,SUMATRA,Govern. OOSTKUST VAN SUMATRA,Div. DELI EN SERDANG,Boven Deli,SUMATRA,,,,,Govern. OOSTKUST VAN SUMATRA,Div. DELI EN SERDANG,Boven Deli,24873,23601,48474,81,60,141,4073,694,4767,339,176,515,29366,24531,53897
GOUVT. OOSTKUST VAN SUMATRA,1,Beneden Langkat,SUMATRA,Govern. OOSTKUST VAN SUMATRA,Div. LANGKAT,Beneden Langkat,SUMATRA,,,,,Govern. OOSTKUST VAN SUMATRA,Div. LANGKAT,Beneden Langkat,62669,54588,117257,521,352,873,10551,4594,15145,1890,1371,3261,75631,60905,136536
GOUVT. OOSTKUST VAN SUMATRA,2,Boven Langkat,SUMATRA,Govern. OOSTKUST VAN SUMATRA,Div. LANGKAT,Boven Langkat,SUMATRA,,,,,Govern. OOSTKUST VAN SUMATRA,Div. LANGKAT,Boven Langkat,52505,48095,100600,270,181,451,11516,3631,15147,1380,758,2138,65671,52665,118336
GOUVT. OOSTKUST VAN SUMATRA,7,de Karolanden,SUMATRA,Govern. OOSTKUST VAN SUMATRA,Div. SIMELOENGOEN EN DE KAROLANDEN,de Karolanden,SUMATRA,,,,,Govern. OOSTKUST VAN SUMATRA,Div. SIMELOENGOEN EN DE KAROLANDEN,de Karolanden,41076,43399,84475,164,138,302,1041,535,1576,78,31,109,42359,44103,86462
GOUVT. OOSTKUST VAN SUMATRA,8,Simeloengoen,SUMATRA,Govern. OOSTKUST VAN SUMATRA,Div. SIMELOENGOEN EN DE KAROLANDEN,Simeloengoen,SUMATRA,,,,,Govern. OOSTKUST VAN SUMATRA,Div. SIMELOENGOEN EN DE KAROLANDEN,Simeloengoen,140479,127787,268266,907,655,1562,9802,4245,14047,969,457,1426,152157,133144,285301
BANGKA EN ONDERHOORIGHEDEN,3,Muntok,SUMATRA,Rsdcy. BANGKA EN ONDERH,Div. BANGKA,Muntok,SUMATRA,,,,Rsdcy. BANGKA EN ONDERH,,Div. BANGKA,Muntok,11328,10395,21723,153,158,311,6830,2308,9138,90,83,173,18401,12944,31345
BANGKA EN ONDERHOORIGHEDEN,1,Noord-Bangka,SUMATRA,Rsdcy. BANGKA EN ONDERH,Div. BANGKA,Noord-Bangka,SUMATRA,,,,Rsdcy. BANGKA EN ONDERH,,Div. BANGKA,Noord-Bangka,5600,5432,11032,125,97,222,16817,8116,24933,32,44,76,22574,13689,36263
BANGKA EN ONDERHOORIGHEDEN,4,Pangkalpinang,SUMATRA,Rsdcy. BANGKA EN ONDERH,Div. BANGKA,Pangkalpinang,SUMATRA,,,,Rsdcy. BANGKA EN ONDERH,,Div. BANGKA,Pangkalpinang,15558,15126,30684,143,126,269,14285,6601,20886,29,25,54,30015,21878,51893
BANGKA EN ONDERHOORIGHEDEN,2,Soengailiat,SUMATRA,Rsdcy. BANGKA EN ONDERH,Div. BANGKA,Soengailiat,SUMATRA,,,,Rsdcy. BANGKA EN ONDERH,,Div. BANGKA,Soengailiat,8730,8543,17273,61,51,112,20290,10562,30852,34,45,79,29115,19201,48316
BANGKA EN ONDERHOORIGHEDEN,5,Zuid-Bangka,SUMATRA,Rsdcy. BANGKA EN ONDERH,Div. BANGKA,Zuid-Bangka,SUMATRA,,,,Rsdcy. BANGKA EN ONDERH,,Div. BANGKA,Zuid-Bangka,13726,13326,27052,44,33,77,7993,2296,10289,62,66,128,21825,15721,37546
BANGKA EN ONDERHOORIGHEDEN,6,Billiton,SUMATRA,Rsdcy. BANGKA EN ONDERH,Div. BILLITON,Billiton,SUMATRA,,,,Rsdcy. BANGKA EN ONDERH,,Div. BILLITON,Billiton,22149,21947,44096,356,297,653,22591,6023,28614,41,25,66,45137,28292,73429
BENGKOELEN,1,Moeko-moeko,SUMATRA,Rsdcy. BENGKOELEN,Div. BANGKA,Moeko-moeko,SUMATRA,,,,Rsdcy. BENGKOELEN,,Div. BANGKA,Moeko-Moeko,9383,9893,19276,7,1,8,13,10,23,1,1,2,9404,9905,19309
BENGKOELEN,8,Kaoer,SUMATRA,Rsdcy. BENGKOELEN,Div. BANGKA,Kaoer,SUMATRA,,,,Rsdcy. BENGKOELEN,,Div. BANGKA,Kaoer,10854,10813,21667,1,1,2,117,122,239,13,13,26,10985,10949,21934
BENGKOELEN,7,Mana,SUMATRA,Rsdcy. BENGKOELEN,Div. BANGKA,Mana,SUMATRA,,,,Rsdcy. BENGKOELEN,,Div. BANGKA,Mana,23648,23244,46892,12,16,28,167,146,313,13,9,22,23840,23415,47255
BENGKOELEN,6,Seloema,SUMATRA,Rsdcy. BENGKOELEN,Div. BANGKA,Seloema,SUMATRA,,,,Rsdcy. BENGKOELEN,,Div. BANGKA,Seloema,19308,18905,38213,2,1,3,107,25,132,0,0,0,19417,18931,38348
BENGKOELEN,9,Kroë,SUMATRA,Rsdcy. BENGKOELEN,Div. BANGKA,Kroë,SUMATRA,,,,Rsdcy. BENGKOELEN,,Div. BANGKA,Kroë,21949,21293,43242,8,3,11,410,231,641,54,42,96,22421,21569,43990
BENGKOELEN,5,Bengkoelen,SUMATRA,Rsdcy. BENGKOELEN,Div. BANGKA,Bengkoelen,SUMATRA,,,,Rsdcy. BENGKOELEN,,Div. BANGKA,Bengkoelen,17711,17375,35086,129,121,250,771,599,1370,43,26,69,18654,18121,36775
BENGKOELEN,3,Redjang,SUMATRA,Rsdcy. BENGKOELEN,Div. BANGKA,Redjang,SUMATRA,,,,Rsdcy. BENGKOELEN,,Div. BANGKA,Redjang,31859,28390,60249,105,70,175,1106,640,1746,27,12,39,33097,29112,62209
BENGKOELEN,2,Lebong,SUMATRA,Rsdcy. BENGKOELEN,Div. BANGKA,Lebong,SUMATRA,,,,Rsdcy. BENGKOELEN,,Div. BANGKA,Lebong,12218,9879,22097,125,74,199,632,330,962,28,16,44,13003,10299,23302
BENGKOELEN,4,Lais,SUMATRA,Rsdcy. BENGKOELEN,Div. BANGKA,Lais,SUMATRA,,,,Rsdcy. BENGKOELEN,,Div. BANGKA,Lais,15690,13900,29590,57,38,95,218,72,290,13,13,26,15978,14023,30001
DJAMBI,4,Moearaboengo,SUMATRA,Rsdcy. DJAMBI,Div. PALEMBANGSCHE BENEDENLANDEN,Moearaboengo,SUMATRA,,,,Rsdcy. DJAMBI,,Div. PALEMBANGSCHE BENEDENLANDEN,Moearaboengo,18371,17497,35868,8,5,13,351,93,444,24,17,41,18754,17612,36366
DJAMBI,2,Moearatembesi,SUMATRA,Rsdcy. DJAMBI,Div. PALEMBANGSCHE BENEDENLANDEN,Moearatembesi,SUMATRA,,,,Rsdcy. DJAMBI,,Div. PALEMBANGSCHE BENEDENLANDEN,Moearatembesi,14526,13228,27754,55,35,90,811,333,1144,39,21,60,15431,13617,29048
DJAMBI,5,Bangko,SUMATRA,Rsdcy. DJAMBI,Div. PALEMBANGSCHE BENEDENLANDEN,Bangko,SUMATRA,,,,Rsdcy. DJAMBI,,Div. PALEMBANGSCHE BENEDENLANDEN,Bangko,17095,17379,34474,7,1,8,125,27,152,8,3,11,17235,17410,34645
DJAMBI,1,Djambi,SUMATRA,Rsdcy. DJAMBI,Div. PALEMBANGSCHE BENEDENLANDEN,Djambi,SUMATRA,,,,Rsdcy. DJAMBI,,Div. PALEMBANGSCHE BENEDENLANDEN,Djambi,40881,37006,77887,169,136,305,4135,2268,6403,676,533,1209,45861,39943,85804
DJAMBI,3,Moearatebo,SUMATRA,Rsdcy. DJAMBI,Div. PALEMBANGSCHE BENEDENLANDEN,Moearatebo,SUMATRA,,,,Rsdcy. DJAMBI,,Div. PALEMBANGSCHE BENEDENLANDEN,Moearatebo,13434,12951,26385,25,11,36,271,75,346,9,6,15,13739,13043,26782
DJAMBI,6,Sarolangoen,SUMATRA,Rsdcy. DJAMBI,Div. PALEMBANGSCHE BENEDENLANDEN,Sarolangoen,SUMATRA,,,,Rsdcy. DJAMBI,,Div. PALEMBANGSCHE BENEDENLANDEN,Sarolangoen,16079,16086,32165,26,17,43,266,88,354,37,28,65,16408,16219,32627
LAMPONGSCHE DISTRICTEN,5,Teloekbetoeng,SUMATRA,Rsdcy. LAMPONGSCHE DISTR.,Div. BANGKA,Teloekbetoeng,SUMATRA,,,,Rsdcy. LAMPONGSCHE DISTR.,,Div. BANGKA,Teloekbetoeng,71380,68041,139421,384,394,678,3458,1996,5454,242,127,369,75464,70458,145922
LAMPONGSCHE DISTRICTEN,1,Menggala,SUMATRA,Rsdcy. LAMPONGSCHE DISTR.,Div. BANGKA,Menggala,SUMATRA,,,,Rsdcy. LAMPONGSCHE DISTR.,,Div. BANGKA,Menggala,17585,17675,35260,6,2,8,76,51,127,12,16,28,17679,17744,35423
LAMPONGSCHE DISTRICTEN,4,Soekadana (in LAMPONGSCHE DISTRICTEN),SUMATRA,Rsdcy. LAMPONGSCHE DISTR.,Div. BANGKA,Soekadana (in LAMPONGSCHE DISTRICTEN),SUMATRA,,,,Rsdcy. LAMPONGSCHE DISTR.,,Div. BANGKA,Soekadana,25312,24346,49658,16,14,30,575,279,854,29,16,45,25932,24655,50587
LAMPONGSCHE DISTRICTEN,3,Kota'agoeng,SUMATRA,Rsdcy. LAMPONGSCHE DISTR.,Div. BANGKA,Kota'agoeng,SUMATRA,,,,Rsdcy. LAMPONGSCHE DISTR.,,Div. BANGKA,Kota 'agoeng,23647,23130,46777,82,50,132,678,393,1071,2,0,2,24409,23573,47982
LAMPONGSCHE DISTRICTEN,2,Kotaboemi,SUMATRA,Rsdcy. LAMPONGSCHE DISTR.,Div. BANGKA,Kotaboemi,SUMATRA,,,,Rsdcy. LAMPONGSCHE DISTR.,,Div. BANGKA,Kotaboemi,41086,39176,80262,26,14,40,873,459,1332,9,6,15,41994,39655,81649
PALEMBANG,13,Komering-hoeloe,SUMATRA,Rsdcy. PALEMBANG,Div. OGAN KOMERINGHOELOE,Komering-hoeloe,SUMATRA,,,,Rsdcy. PALEMBANG,,Div. OGAN KOMERINGHOELOE,Komering-hoeloe,34366,35779,70145,11,6,17,117,62,179,15,7,22,34509,35854,70363
PALEMBANG,12,Moearadoea,SUMATRA,Rsdcy. PALEMBANG,Div. OGAN KOMERINGHOELOE,Moearadoea,SUMATRA,,,,Rsdcy. PALEMBANG,,Div. OGAN KOMERINGHOELOE,Moearadoea,26575,26012,52587,32,15,47,493,369,862,10,3,13,27110,26399,53509
PALEMBANG,14,Ogan-hoeloe,SUMATRA,Rsdcy. PALEMBANG,Div. OGAN KOMERINGHOELOE,Ogan-hoeloe,SUMATRA,,,,Rsdcy. PALEMBANG,,Div. OGAN KOMERINGHOELOE,Ogan-hoeloe,41800,42353,84153,52,31,83,360,232,592,20,8,28,42232,42624,84856
PALEMBANG,5,Ogan-hilir,SUMATRA,Rsdcy. PALEMBANG,Div. PALEMBANGSCHE BENEDENLANDEN,Ogan-hilir,SUMATRA,,,,Rsdcy. PALEMBANG,,Div. PALEMBANGSCHE BENEDENLANDEN,Ogan-hilir,70845,73134,143979,24,17,41,199,87,286,35,28,63,71103,73266,144369
PALEMBANG,1,Rawas,SUMATRA,Rsdcy. PALEMBANG,Div. PALEMBANGSCHE BENEDENLANDEN,Rawas,SUMATRA,,,,Rsdcy. PALEMBANG,,Div. PALEMBANGSCHE BENEDENLANDEN,Rawas,18387,18103,36490,2,0,2,61,24,85,11,8,19,18461,18135,36596
PALEMBANG,3,Banjoeasin en Koeboestreken,SUMATRA,Rsdcy. PALEMBANG,Div. PALEMBANGSCHE BENEDENLANDEN,Banjoeasin en Koeboestreken,SUMATRA,,,,Rsdcy. PALEMBANG,,Div. PALEMBANGSCHE BENEDENLANDEN,Banjoeasin en Koeboestreken,33082,31263,64345,285,115,400,1446,288,1734,240,14,254,35053,31680,66733
PALEMBANG,6,Komering-hilir,SUMATRA,Rsdcy. PALEMBANG,Div. PALEMBANGSCHE BENEDENLANDEN,Komering-hilir,SUMATRA,,,,Rsdcy. PALEMBANG,,Div. PALEMBANGSCHE BENEDENLANDEN,Komering-hilir,55861,57039,112900,6,7,13,126,58,184,28,17,45,56021,57121,113142
PALEMBANG,4,Palembang,SUMATRA,Rsdcy. PALEMBANG,Div. PALEMBANGSCHE BENEDENLANDEN,Palembang,SUMATRA,,,,Rsdcy. PALEMBANG,,Div. PALEMBANGSCHE BENEDENLANDEN,Palembang,44009,43566,87575,1067,829,1896,9764,6076,15840,1972,1904,3876,58612,52375,110987
PALEMBANG,2,Moesi-hilir,SUMATRA,Rsdcy. PALEMBANG,Div. PALEMBANGSCHE BENEDENLANDEN,Moesi-hilir,SUMATRA,,,,Rsdcy. PALEMBANG,,Div. PALEMBANGSCHE BENEDENLANDEN,Moesi-hilir,43773,42449,86222,129,71,200,639,178,817,48,4,52,44589,42702,87291
PALEMBANG,7,Moesi-hoeloe,SUMATRA,Rsdcy. PALEMBANG,Div. PALEMBANGSCHE BOVENLANDEN,Moesi-hoeloe,SUMATRA,,,,Rsdcy. PALEMBANG,,Div. PALEMBANGSCHE BOVENLANDEN,Moesi-hoeloe,21571,20349,41920,37,20,57,194,62,256,3,4,7,21805,20435,42240
PALEMBANG,11,Lematang-hoeloe,SUMATRA,Rsdcy. PALEMBANG,Div. PALEMBANGSCHE BOVENLANDEN,Lematang-hoeloe,SUMATRA,,,,Rsdcy. PALEMBANG,,Div. PALEMBANGSCHE BOVENLANDEN,Lematang-hoeloe,28542,25027,53569,198,148,346,713,411,1124,113,14,127,29566,25600,55166
PALEMBANG,8,Tebingtinggi,SUMATRA,Rsdcy. PALEMBANG,Div. PALEMBANGSCHE BOVENLANDEN,Tebingtinggi,SUMATRA,,,,Rsdcy. PALEMBANG,,Div. PALEMBANGSCHE BOVENLANDEN,Tebingtinggi,30629,29377,60006,46,31,77,221,144,365,42,4,46,30938,29556,60494
PALEMBANG,10,Lematang-hilir,SUMATRA,Rsdcy. PALEMBANG,Div. PALEMBANGSCHE BOVENLANDEN,Lematang-hilir,SUMATRA,,,,Rsdcy. PALEMBANG,,Div. PALEMBANGSCHE BOVENLANDEN,Lematang-hilir,55879,53803,109682,278,217,495,2016,933,2949,127,22,149,58300,54975,113275
PALEMBANG,9,Pasemahlanden,SUMATRA,Rsdcy. PALEMBANG,Div. PALEMBANGSCHE BOVENLANDEN,Pasemahlanden,SUMATRA,,,,Rsdcy. PALEMBANG,,Div. PALEMBANGSCHE BOVENLANDEN,Pasemahlanden,30230,30314,60544,74,49,123,540,263,803,28,6,34,30872,30632,61504
RIOUW EN ONDERHOORIGHEDEN,3,Inderagirische Benedenlanden,SUMATRA,Rsdcy. RIOUW EN ONDERH,Div. INDERAGIRI,Inderagirische Benedenlanden,SUMATRA,,,,Rsdcy. RIOUW EN ONDERH,,Div. INDERAGIRI,Inderagirische Benedenlanden,33427,32481,65908,18,5,23,2367,560,2927,101,14,115,35913,33060,68973
RIOUW EN ONDERHOORIGHEDEN,1,Koeantandistricten,SUMATRA,Rsdcy. RIOUW EN ONDERH,Div. INDERAGIRI,Koeantandistricten,SUMATRA,,,,Rsdcy. RIOUW EN ONDERH,,Div. INDERAGIRI,Koeantandistricten,23813,24365,48178,7,6,13,389,101,490,14,10,24,24223,24482,48705
RIOUW EN ONDERHOORIGHEDEN,2,Inderagirische Bovenlanden,SUMATRA,Rsdcy. RIOUW EN ONDERH,Div. INDERAGIRI,Inderagirische Bovenlanden,SUMATRA,,,,Rsdcy. RIOUW EN ONDERH,,Div. INDERAGIRI,Inderagirische Bovenlanden,22149,21968,44117,55,27,82,1091,328,1419,42,11,53,23337,22334,45671
